particao,Modelo,horizonte_h,escopo,versao_previsao,N_localidades,N_previsoes,MAE_macro_wm2,RMSE_macro_wm2,nRMSE_macro,nRMSE_macro_percentual,R2_macro
validacao_2023,TimesNet,72,diurno_elevacao_gt_0,bruta,10,130785,102.28587443125936,142.79554414516016,0.3636850313779853,36.36850313779853,0.7395653365432928
validacao_2023,TimesNet,72,diurno_elevacao_gt_0,pos_processada,10,130785,102.27740860602881,142.79488637262233,0.3636834524791074,36.36834524791074,0.739567495504657
teste_2024,Persistência,24,todas_horas,bruta,10,87120,52.263320707070704,122.17420928387078,0.612662080417529,61.2662080417529,0.8011412387810823
teste_2024,Persistência,24,todas_horas,pos_processada,10,87120,52.58371212121212,122.21076427609528,0.6128292788212941,61.282927882129414,0.8010462843437702
teste_2024,Sazonal Ingênuo,24,todas_horas,bruta,10,87120,65.6181129476584,142.7473037484899,0.7118034327210776,71.18034327210776,0.7344436483394897
teste_2024,Sazonal Ingênuo,24,todas_horas,pos_processada,10,87120,65.90883264462809,142.77659115784238,0.711937048069238,71.1937048069238,0.7343548427002797
teste_2024,XGBoost,24,todas_horas,bruta,10,87120,48.4417313435151,96.02385531345877,0.4794342593633332,47.94342593633333,0.8791606324759451
teste_2024,XGBoost,24,todas_horas,pos_processada,10,87120,48.36606929641259,96.04566899840329,0.4795329262301616,47.953292623016154,0.8791179236574234
teste_2024,LSTM,24,todas_horas,bruta,10,87120,52.6803160778965,100.34106585155726,0.5010739941829808,50.10739941829807,0.8683353105810733
teste_2024,LSTM,24,todas_horas,pos_processada,10,87120,50.906162611473846,100.00905075806477,0.4994941281705687,49.949412817056874,0.8691003784833706
teste_2024,TimesNet,24,todas_horas,bruta,10,87120,52.07068722783811,97.35736333506603,0.4860968046809308,48.60968046809308,0.8758454683770802
teste_2024,TimesNet,24,todas_horas,pos_processada,10,87120,49.081627899496524,97.20797691536855,0.4854129331573377,48.54129331573377,0.8761548021771521
teste_2024,Persistência,24,diurno_elevacao_gt_0,bruta,10,43588,104.27373571616299,172.73141141607613,0.4342870547562937,43.42870547562937,0.6123737732114698
teste_2024,Persistência,24,diurno_elevacao_gt_0,pos_processada,10,43588,104.27373571616299,172.73141141607613,0.4342870547562937,43.42870547562937,0.6123737732114698
teste_2024,Sazonal Ingênuo,24,diurno_elevacao_gt_0,bruta,10,43588,130.92106999688917,201.8241081648412,0.5045437278493391,50.4543727849339,0.4782285100968283
teste_2024,Sazonal Ingênuo,24,diurno_elevacao_gt_0,pos_processada,10,43588,130.92106999688917,201.8241081648412,0.5045437278493391,50.4543727849339,0.4782285100968283
teste_2024,XGBoost,24,diurno_elevacao_gt_0,bruta,10,43588,95.84687203527292,135.72773143716077,0.33975036344087645,33.97503634408765,0.7630775269625115
teste_2024,XGBoost,24,diurno_elevacao_gt_0,pos_processada,10,43588,95.84676927634344,135.7277245154437,0.3397503494110391,33.97503494110391,0.7630775459422103
teste_2024,LSTM,24,diurno_elevacao_gt_0,bruta,10,43588,100.96484465800305,141.33942771436597,0.35394195036125375,35.394195036125375,0.7437411643952307
teste_2024,LSTM,24,diurno_elevacao_gt_0,pos_processada,10,43588,100.91466364937845,141.32897030693178,0.35391822183638766,35.391822183638766,0.7437741184276425
teste_2024,TimesNet,24,diurno_elevacao_gt_0,bruta,10,43588,97.3011212376111,137.37466831525262,0.3439238870596303,34.39238870596303,0.7572971512948531
teste_2024,TimesNet,24,diurno_elevacao_gt_0,pos_processada,10,43588,97.27928488294032,137.37278823566078,0.34391911283155935,34.391911283155935,0.7573041416856263
teste_2024,Persistência,48,todas_horas,bruta,10,174240,55.85181072084481,128.31278030020582,0.6432079809793039,64.32079809793039,0.7809367070121189
teste_2024,Persistência,48,todas_horas,pos_processada,10,174240,56.16320305325987,128.3472565562093,0.6433655989151565,64.33655989151565,0.7808428371060854
teste_2024,Sazonal Ingênuo,48,todas_horas,bruta,10,174240,65.62974345730028,142.76024457593263,0.7120080836900129,71.20080836900128,0.7343684345082125
teste_2024,Sazonal Ingênuo,48,todas_horas,pos_processada,10,174240,65.92044019742883,142.78953576253724,0.7121417250051031,71.21417250051032,0.7342796259658225
teste_2024,XGBoost,48,todas_horas,bruta,10,174240,49.89672198229691,98.20990374706432,0.4900846109817915,49.008461098179154,0.8738894674647006
teste_2024,XGBoost,48,todas_horas,pos_processada,10,174240,49.814543287145916,98.23011219442954,0.4901753814042095,49.01753814042095,0.873849453138156
teste_2024,LSTM,48,todas_horas,bruta,10,174240,54.624253016162015,103.34414798467942,0.5155820484148279,51.55820484148279,0.860954137955509
teste_2024,LSTM,48,todas_horas,pos_processada,10,174240,52.79429803989891,102.9995834219048,0.5139418699562366,51.394186995623656,0.8617705023849995
teste_2024,TimesNet,48,todas_horas,bruta,10,174240,55.040551642562455,100.41666676095863,0.5006344647039691,50.063446470396904,0.868741404941796
teste_2024,TimesNet,48,todas_horas,pos_processada,10,174240,51.8592855930738,100.25544500206101,0.4998970069923702,49.98970069923703,0.8690858185430365
teste_2024,Persistência,48,diurno_elevacao_gt_0,bruta,10,87176,111.42642157932121,181.40880350995712,0.45594135518460555,45.59413551846056,0.5727170902996148
teste_2024,Persistência,48,diurno_elevacao_gt_0,pos_processada,10,87176,111.42642157932121,181.40880350995712,0.45594135518460555,45.59413551846056,0.5727170902996148
teste_2024,Sazonal Ingênuo,48,diurno_elevacao_gt_0,bruta,10,87176,130.94425114472682,201.8423787620265,0.5046887510740248,50.46887510740249,0.478235881179514
teste_2024,Sazonal Ingênuo,48,diurno_elevacao_gt_0,pos_processada,10,87176,130.94425114472682,201.8423787620265,0.5046887510740248,50.46887510740249,0.478235881179514
teste_2024,XGBoost,48,diurno_elevacao_gt_0,bruta,10,87176,98.74252817935664,138.8186842650471,0.34729625453326113,34.729625453326115,0.7525346694198596
teste_2024,XGBoost,48,diurno_elevacao_gt_0,pos_processada,10,87176,98.74241682461656,138.8186770425975,0.3472962398947712,34.72962398947712,0.7525346898291958
teste_2024,LSTM,48,diurno_elevacao_gt_0,bruta,10,87176,104.72566701345184,145.5675870393308,0.3641812999882751,36.4181299988275,0.7290507243236732
teste_2024,LSTM,48,diurno_elevacao_gt_0,pos_processada,10,87176,104.68751397464897,145.5596744742749,0.36416337509365226,36.41633750936523,0.7290761271378391
teste_2024,TimesNet,48,diurno_elevacao_gt_0,bruta,10,87176,102.84728261499797,141.686415155842,0.3541915120048287,35.419151200482865,0.7429129031113063
teste_2024,TimesNet,48,diurno_elevacao_gt_0,pos_processada,10,87176,102.83124217840282,141.68518622810885,0.3541884071800972,35.41884071800972,0.7429175753007118
teste_2024,Persistência,72,todas_horas,bruta,10,261360,57.80540250994797,131.28594613182761,0.6575431098751339,65.75431098751339,0.7712625851939674
teste_2024,Persistência,72,todas_horas,pos_processada,10,261360,58.10878481787573,131.31918734833886,0.6576951199363135,65.76951199363135,0.7711698431772295
teste_2024,Sazonal Ingênuo,72,todas_horas,bruta,10,261360,65.60568564432201,142.73050510588646,0.711836018703534,71.1836018703534,0.7344470060331604
teste_2024,Sazonal Ingênuo,72,todas_horas,pos_processada,10,261360,65.89645316804408,142.7598088692983,0.7119696944632338,71.19696944632338,0.7343582116704177
teste_2024,XGBoost,72,todas_horas,bruta,10,261360,50.59087743964409,99.19848103771349,0.4947326871197017,49.473268711970164,0.8715624765887476
teste_2024,XGBoost,72,todas_horas,pos_processada,10,261360,50.50245734982077,99.2174887928926,0.49481752054187583,49.48175205418758,0.8715248772042858
teste_2024,LSTM,72,todas_horas,bruta,10,261360,55.182693049711624,105.02538894083243,0.5233557550946882,52.335575509468825,0.8570059462720157
teste_2024,LSTM,72,todas_horas,pos_processada,10,261360,53.39171561106737,104.68423984454948,0.5217285216794213,52.17285216794213,0.8578288285204113
teste_2024,TimesNet,72,todas_horas,bruta,10,261360,55.33601938267308,101.1989030092357,0.5042267584934199,50.42267584934199,0.8669108245272865
teste_2024,TimesNet,72,todas_horas,pos_processada,10,261360,52.20590000060123,101.04118734725915,0.5035045919974221,50.35045919974222,0.86725163956174
teste_2024,Persistência,72,diurno_elevacao_gt_0,bruta,10,130764,115.31953518605694,185.6155818044801,0.46609504266885937,46.60950426688593,0.5531483752296967
teste_2024,Persistência,72,diurno_elevacao_gt_0,pos_processada,10,130764,115.31953518605694,185.6155818044801,0.46609504266885937,46.60950426688593,0.5531483752296967
teste_2024,Sazonal Ingênuo,72,diurno_elevacao_gt_0,bruta,10,130764,130.895866352291,201.80019100661715,0.5045669199252765,50.456691992527645,0.47836400566624954
teste_2024,Sazonal Ingênuo,72,diurno_elevacao_gt_0,pos_processada,10,130764,130.895866352291,201.80019100661715,0.5045669199252765,50.456691992527645,0.47836400566624954
teste_2024,XGBoost,72,diurno_elevacao_gt_0,bruta,10,130764,100.11883318062809,140.21637535213972,0.35058666135962535,35.05866613596254,0.747744693009533
teste_2024,XGBoost,72,diurno_elevacao_gt_0,pos_processada,10,130764,100.11871780980874,140.21636859437524,0.35058664767101005,35.05866476710101,0.7477447124413483
teste_2024,LSTM,72,diurno_elevacao_gt_0,bruta,10,130764,105.91775790869318,147.95137606219117,0.3696995750790194,36.969957507901945,0.7208577077724683
teste_2024,LSTM,72,diurno_elevacao_gt_0,pos_processada,10,130764,105.88212074518955,147.94403535669272,0.3696830190717447,36.96830190717447,0.7208817167416545
teste_2024,TimesNet,72,diurno_elevacao_gt_0,bruta,10,130764,103.54169969554832,142.79873728133398,0.3567483685479049,35.674836854790485,0.7390635133953813
teste_2024,TimesNet,72,diurno_elevacao_gt_0,pos_processada,10,130764,103.52458413050238,142.79747656803585,0.3567451763349089,35.67451763349088,0.7390683590982191
